,name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,include
1095,YinqiangZhang/MOT_MUST2,2019-10-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.2\n', 'extracted_version': '0.5.2'}, {'file': 'ECO/ReID/Parameter-free_Spatial_Attention_ReID/Spatial_Attention/reid/utils/progress/setup.py', 'version': None, 'extracted_version': None}, {'file': 'ECO/TrackingCode/Spatial_Attention/reid/utils/progress/setup.py', 'version': None, 'extracted_version': None}, {'file': 'pysot/ReID/reid/utils/progress/setup.py', 'version': None, 'extracted_version': None}, {'file': 'pysot/mot_zj/MUST_ASSO/Spatial_Attention/reid/utils/progress/setup.py', 'version': None, 'extracted_version': None}]",0.5.2,,,0,0,False
1096,ayomidee-e/mnist-image-classifier,2023-05-09,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,,,0,0,False
1097,ayomidee-e/twitter-sentiment-analysis,2025-04-04,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,,,0,0,False
1098,anirudhk686/shinobi_imitation_learning,2024-07-10,[],,"{'input_data': 5, 'plotting': 6, 'datasets': 5}","{'fetch_atlas_basc_multiscale_2015': 5, 'datasets': 8, 'NiftiLabelsMasker': 5, 'input_data': 5, 'view_img': 3, 'plotting': 3, '_cmap_d': 1}",1,4,True
1099,Sampson-Lee/Rail-Detection,2023-08-17,"[{'file': 'environment.yml', 'version': '    - nilearn==0.9.1\n', 'extracted_version': '0.9.1'}]",0.9.1,,,0,0,False
1100,NeuroBridge/neuroquery_webapp,2022-02-01,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,,,0,0,False
1101,YukunQu/InductiveInference,2024-10-05,[],,"{'image': 1, 'plotting': 1, 'maskers': 2, 'glm': 3}","{'NiftiSpheresMasker': 1, 'NiftiMasker': 1, 'SecondLevelModel': 2}",2,0,True
1102,YukunQu/DCM,2023-10-31,[],,"{'image': 92, 'plotting': 30, 'masking': 31, 'glm': 20, 'datasets': 4, 'surface': 3, 'regions': 1, 'reporting': 1}","{'load_img': 179, 'image': 148, 'new_img_like': 35, 'plot_design_matrix': 2, 'plotting': 14, 'binarize_img': 30, 'plot_roi': 3, 'apply_mask': 49, 'get_data': 17, 'mean_img': 4, 'clean_img': 2, 'smooth_img': 3, 'math_img': 24, 'resample_to_img': 13, 'make_first_level_design_matrix': 6, 'masking': 31, 'plot_stat_map': 44, 'concat_imgs': 2, 'FirstLevelModel': 2, 'SecondLevelModel': 3, 'make_second_level_design_matrix': 2, 'view_surf': 3, 'view_img': 2, 'threshold_img': 2, 'threshold_stats_img': 4, 'fetch_surf_fsaverage': 2, 'datasets': 2, 'load_surf_data': 1, 'surface': 2, 'cluster_level_inference': 1, 'non_parametric_inference': 1, 'plot_glass_brain': 1, 'vol_to_surf': 1, 'connected_regions': 1, 'iter_img': 1, 'find_xyz_cut_coords': 1, 'get_clusters_table': 1, 'plot_surf_roi': 4, 'view_img_on_surf': 1, 'plot_img_on_surf': 1}",47,12,True
1103,mfschmidt/neuroquery_apps,2021-12-22,"[{'file': 'binder/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 3, 'image': 1}","{'view_img': 3, 'load_img': 2, 'image': 2}",3,0,True
1104,mfschmidt/jjm_utils,2024-09-16,[],,"{'image': 4, 'plotting': 3, 'maskers': 1, 'signal': 1}","{'get_data': 1, 'image': 3, 'concat_imgs': 1, 'plot_roi': 2, 'plotting': 3, 'plot_stat_map': 1, 'NiftiMasker': 1, 'index_img': 1, 'plot_anat': 1, 'clean': 1, 'mean_img': 1, 'plot_carpet': 2}",7,1,True
1105,addisonbohannon/alm,2020-05-25,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1106,victoris93/feature-selection-scz,2025-01-07,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'connectome': 3, 'datasets': 2, 'plotting': 2, 'regions': 1}","{'sym_matrix_to_vec': 2, 'vec_to_sym_matrix': 3, 'fetch_atlas_schaefer_2018': 2, 'datasets': 3, 'nilearn': 2, 'plot_matrix': 2, 'plotting': 2}",2,2,True
1107,emullier/NTDS_team51_BrainNetworks,2019-01-19,[],,{'plotting': 1},,0,1,False
1108,AlexOlza/DA-enhanced-searchlight,2024-09-23,[],,"{'maskers': 5, 'image': 11, 'masking': 4, 'plotting': 4, 'decoding': 2, 'surface': 1, 'datasets': 1}","{'index_img': 3, 'NiftiMasker': 2, 'load_mask_img': 3, 'masking': 6, '_load_mask_img': 3, 'new_img_like': 11, 'plot_stat_map': 10, 'plotting': 10, 'load_img': 2, 'image': 2, 'coord_transform': 1, '_apply_mask_and_get_affinity': 1, 'NiftiLabelsMasker': 1, 'GroupIterator': 1, '_group_iter_search_light': 1}",9,0,True
1109,MarcFraile/dyadic-storytelling,2024-10-17,"[{'file': 'feature-analysis/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'av-processing/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'network-analysis/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'feature-extraction/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'feature-analysis/poetry.lock', 'version': None, 'extracted_version': None}, {'file': 'av-processing/poetry.lock', 'version': None, 'extracted_version': None}, {'file': 'network-analysis/poetry.lock', 'version': None, 'extracted_version': None}, {'file': 'feature-extraction/poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1110,grandjeanlab/MultiRat,2022-08-12,"[{'file': 'environment.yml', 'version': None, 'extracted_version': None}]",,"{'plotting': 16, 'input_data': 3, 'glm': 5, 'image': 13, 'decomposition': 2}","{'make_first_level_design_matrix': 1, 'FirstLevelModel': 1, 'plot_stat_map': 26, 'plotting': 13, 'plot_prob_atlas': 2, 'show': 1, 'iter_img': 3, 'NiftiMasker': 5, 'resample_img': 4, 'SecondLevelModel': 3, 'concat_imgs': 3, 'math_img': 5, 'load_img': 1, 'resample_to_img': 2, 'CanICA': 1, 'DictLearning': 1}",0,4,True
1111,shilu10/Reinforcement-Learning,2025-02-12,"[{'file': 'Double_DQN/requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}, {'file': 'DQN/requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}, {'file': 'A2C_discrete/requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}, {'file': 'Policy_Gradient/requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,,,0,0,False
1112,PanchenkoYehor/airbus-kaggle,2023-06-15,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,,,0,0,False
1113,shrutigvij/nilearn,2017-09-06,[],,"{'datasets': 5, 'plotting': 6, 'input_data': 4, 'image': 4}","{'fetch_haxby': 3, 'datasets': 4, 'plot_roi': 3, 'plotting': 9, 'NiftiMasker': 3, 'plot_stat_map': 9, 'index_img': 5, 'image': 6, 'fetch_atlas_msdl': 1, 'iter_img': 1, 'fetch_miyawaki2008': 1, 'MultiNiftiMasker': 1, 'threshold_img': 1, 'coord_transform': 1}",0,5,True
1114,Unipisa/DSMs-evaluation,2022-11-18,"[{'file': 'Extrinsic-Evaluation/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'Rsa/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'Extrinsic-Evaluation/setup.py', 'version': None, 'extracted_version': None}]",0.8.0,,,0,0,False
1115,matheo-angelo/IC,2025-02-25,"[{'file': 'Code/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'plotting': 1, 'datasets': 1}","{'plot_epi': 1, 'plotting': 2, 'show': 1, 'fetch_atlas_harvard_oxford': 1, 'datasets': 1}",0,1,True
1116,FZJ-INM1-BDA/siibra-python,2025-03-27,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'config_schema/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': '        ""nilearn"",\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 5, 'plotting': 18}","{'resample_to_img': 2, 'plot_roi': 9, 'plotting': 41, 'plot_stat_map': 2, 'view_img': 8, 'plot_connectome': 1, 'view_connectome': 1, 'view_img_on_surf': 1, 'plot_anat': 1, 'plot_img': 5, 'view_surf': 5, 'plot_glass_brain': 7, 'smooth_img': 1, 'image': 10, 'math_img': 1, 'resample_img': 2, 'dataobj': 1, 'fetch': 1, 'space': 1, 'plot_matrix': 1}",22,0,True
1117,gjheij/lazyfmri,2025-04-01,"[{'file': 'doc/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'signal': 2, 'glm': 4, 'plotting': 1}","{'clean': 3, 'create_cosine_drift': 1, '_standardize': 2, 'signal': 2, 'FirstLevelModel': 1, 'first_level': 2, 'run_glm': 1, 'plot_contrast_matrix': 2, 'glover_hrf': 1, 'hemodynamic_models': 9, 'glover_time_derivative': 1, 'glover_dispersion_derivative': 1, 'spm_hrf': 2, 'spm_time_derivative': 2, 'spm_dispersion_derivative': 2}",3,0,True
1118,gjheij/LineExps,2024-07-22,"[{'file': 'environment.yml', 'version': '    - nilearn==0.8.0\n', 'extracted_version': '0.8.0'}]",0.8.0,,,0,0,False
1119,gjheij/cookiecutter-spinoza,2022-01-18,"[{'file': '{{cookiecutter.repo_name}}/requirements.txt', 'version': None, 'extracted_version': None}, {'file': '{{cookiecutter.repo_name}}/setup.py', 'version': None, 'extracted_version': None}, {'file': '{{cookiecutter.repo_name}}/environment.yml', 'version': '  - nilearn=0.8.1=pyhd8ed1ab_0\n', 'extracted_version': '0.8.1'}]",0.8.1,,,0,0,False
1120,Vayuputra2401/XAI-MedVision,2025-03-15,[],,{'plotting': 4},"{'image': 2, 'nilearn': 2, 'plot_anat': 1, 'plotting': 4, 'plot_epi': 1, 'plot_img': 1, 'plot_roi': 1}",0,3,True
1121,SohamMhatre09/Finance-SlackBot,2025-01-21,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,,,0,0,False
1122,ualsbombe/functional_significance_analysis,2024-09-02,[],,"{'image': 5, 'datasets': 6}","{'load_img': 16, 'image': 24, 'resample_to_img': 8, 'fetch_atlas_aal': 10, 'datasets': 17, 'fetch_atlas_harvard_oxford': 7}",7,0,True
1123,HunorLaczko/IPCV-TRDP_BraTS_2020,2021-01-08,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}]",0.7.0,"{'image': 6, 'nilearn_utils': 2}","{'new_img_like': 5, 'resample_to_img': 3, 'crop_img_to': 1, 'reorder_img': 1, 'check_niimg': 1, '_crop_img_to': 1}",6,0,True
1124,ascorzo/Connectivity-Analysis-Python,2020-01-09,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 2},"{'plot_matrix': 11, 'show': 1, 'view_connectome': 1}",2,0,True
1125,neurospin/fMRI_workshop,2023-03-09,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'glm': 3, 'datasets': 4, 'plotting': 10, 'image': 6, 'decoding': 2, 'maskers': 3, 'connectome': 2}","{'make_first_level_design_matrix': 1, 'run_glm': 1, 'compute_contrast': 1, 'fetch_haxby': 3, 'datasets': 7, 'plot_roi': 2, 'plotting': 12, 'index_img': 4, 'plot_event': 3, 'show': 5, 'Decoder': 6, 'NiftiMasker': 1, 'mean_img': 2, 'get_data': 1, 'plot_stat_map': 2, 'fetch_development_fmri': 2, 'fetch_atlas_msdl': 2, 'NiftiMapsMasker': 2, 'maskers': 2, 'ConnectivityMeasure': 5, 'plot_matrix': 5, 'view_connectome': 4, 'load_img': 2, 'image': 3, 'view_img': 3, 'plot_prob_atlas': 1}",0,5,True
1126,neurospin/pylearn-mulm,2024-02-13,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",,"{'image': 1, 'plotting': 1}","{'image': 1, 'nilearn': 3, 'plotting': 2}",1,0,True
1127,neurospin/nitk,2021-07-08,[],,"{'datasets': 2, 'image': 4, 'plotting': 6, 'masking': 2}","{'datasets': 4, 'nilearn': 11, 'resample_to_img': 3, 'image': 5, 'plot_anat': 5, 'plotting': 10, 'find_cut_slices': 1, 'plot_glass_brain': 1, 'plot_stat_map': 2, 'masking': 1, 'resample_img': 1}",10,0,True
1128,neurospin/pynet,2021-04-21,"[{'file': 'doc/requirements.txt', 'version': 'nilearn>=0.5.2\n', 'extracted_version': '0.5.2'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.5.2,"{'datasets': 2, 'masking': 1, 'image': 4, 'input_data': 2, 'plotting': 3, 'connectome': 1}","{'fetch_adhd': 2, 'datasets': 2, 'resample_to_img': 2, 'MultiNiftiMasker': 2, 'plot_prob_atlas': 1, 'iter_img': 2, 'plot_stat_map': 2, 'show': 1, 'ConnectivityMeasure': 1}",4,0,True
1129,neurospin/tfmri-hackathon,2018-10-10,[],,"{'plotting': 2, 'datasets': 1}","{'plot_stat_map': 2, 'plotting': 4, 'fetch_surf_fsaverage': 1, 'datasets': 1, 'plot_surf_stat_map': 2}",2,0,True
1130,nikitas-k/neuroshape-dev,2023-09-14,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '      - nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,"{'image': 15, 'masking': 14, 'plotting': 11, 'datasets': 6, 'surface': 11}","{'load_img': 80, 'image': 97, 'coord_transform': 5, 'vol_to_surf': 40, 'surface': 43, 'plot_surf': 76, 'plotting': 76, 'resample_img': 5, 'apply_mask': 28, 'masking': 54, 'unmask': 26, 'shape': 3}",16,0,True
1131,netneurolab/marmoset_connectome,2025-01-12,[],,{'plotting': 5},,0,5,False
1132,netneurolab/netneurotools,2025-01-27,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,{'datasets': 2},{'_fetch_file': 2},1,0,True
1133,netneurolab/markello_neuromaps,2022-06-18,"[{'file': 'neuromaps-dev/setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'neuromaps-dev/setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},{'plot_glass_brain': 1},1,0,True
1134,netneurolab/markello_ppmisnf,2025-01-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.0\n', 'extracted_version': '0.5.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '    - nilearn==0.5.0\n', 'extracted_version': '0.5.0'}]",0.5.0,"{'datasets': 2, 'plotting': 1, 'image': 1, '_utils': 1}","{'fetch_neurovault_ids': 2, 'plot_glass_brain': 1, 'resample_to_img': 1, 'check_niimg': 4}",3,0,True
1135,netneurolab/markello_spatialnulls,2021-04-26,[],,,,0,0,False
1136,netneurolab/suarez_neuromorphicnetworks,2025-01-12,"[{'file': 'environment.yml', 'version': '    - nilearn==0.7.1\n', 'extracted_version': '0.7.1'}]",0.7.1,,,0,0,False
1137,netneurolab/neuromaps,2024-12-13,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,"{'maskers': 1, 'image': 2, 'masking': 1, 'plotting': 1, 'datasets': 4}","{'compute_background_mask': 1, 'new_img_like': 1, 'NiftiLabelsMasker': 2, 'resample_to_img': 1, 'image': 1, 'plot_surf': 1, '_fetch_file': 1, '_fetch_files': 2}",5,0,True
1138,netneurolab/markello_transcriptome,2025-01-12,[],,,,0,0,False
1139,meetttttt/HAR-using-VGG,2023-01-04,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}]",0.9.1,,,0,0,False
1140,surchs/ASD_subtype_code_supplement,2020-04-14,[],,"{'input_data': 4, 'plotting': 1}","{'NiftiLabelsMasker': 1, 'input_data': 5, 'NiftiMasker': 4}",4,0,True
1141,surchs/ASD_high_risk_endophenotype_code_supplement,2024-10-24,[],,"{'plotting': 1, 'input_data': 1}","{'NiftiMasker': 1, 'input_data': 1, 'plot_roi': 13, 'plotting': 13}",0,1,True
1142,CCNHuntLab/coins-meg,2025-02-02,[],,{'plotting': 1},,1,0,False
1143,SiegfredLorelle/iskobot-api,2025-03-26,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""coverage (>=5.2.1)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""pandas (>=1.5.0)"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest (>=6)"", ""pytest-cov (>=2.11)"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout (>=1.4)"", ""pytest-xdist (>=2.5)"", ""sphinx (>=2.1.2)"", ""sphinx (>=7)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1144,felixludos/omni-learn,2025-02-13,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'demo/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': ""# info = {'__file__': os.path.join(os.path.abspath(os.path.dirname(__file__)), 'omnilearn', '_info.py')}\n"", 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.0.0,,,0,0,False
1145,felixludos/latent-responses,2022-07-19,"[{'file': 'requirements.txt', 'version': 'omnilearn>=0.5.14\n', 'extracted_version': '0.5.14'}]",0.5.14,,,0,0,False
1146,felixludos/adversary,2021-02-07,"[{'file': 'requirements.txt', 'version': 'omnilearn', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,,,0,0,False
1147,SiebrenKuiper/fMRI,2025-03-27,[],,"{'glm': 2, 'image': 3, 'plotting': 2}","{'mean_img': 1, 'image': 4, 'SecondLevelModel': 1, 'plot_stat_map': 2, 'plotting': 3, 'load_img': 2, 'FirstLevelModel': 1, 'plot_design_matrix': 1, 'smooth_img': 1}",3,0,True
1148,lcn-kul/sentencefmricomparison,2023-11-11,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'plotting': 1}","{'smooth_img': 3, 'image': 3, 'plot_roi': 1}",1,0,True
1149,JeffTheNinja57/research_workshop,2025-03-07,[],,{'plotting': 3},"{'plot_stat_map': 3, 'plotting': 3}",3,0,True
1150,conrod-lab/neuroventure,2024-05-07,[],,"{'glm': 10, 'plotting': 6, 'image': 2, 'reporting': 3, 'datasets': 3, 'maskers': 2, 'interfaces': 1, 'input_data': 1}","{'make_second_level_design_matrix': 2, 'SecondLevelModel': 2, 'threshold_stats_img': 4, 'make_first_level_design_matrix': 1, 'FirstLevelModel': 1, 'plot_design_matrix': 1, 'plot_stat_map': 4, 'NiftiSpheresMasker': 1, 'NiftiMasker': 1, 'plotting': 3, 'get_clusters_table': 1, 'fetch_icbm152_brain_gm_mask': 2, 'plot_glass_brain': 1, 'load_confounds': 1, 'make_glm_report': 1, 'fetch_atlas_aal': 1, 'datasets': 1, 'NiftiLabelsMasker': 1}",9,0,True
1152,DmitryKaralko/SkillFactory,2022-08-23,"[{'file': 'Project_3/requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,,,0,0,False
1153,Harish-Projects/RSDS_PD,2024-07-08,[],,"{'datasets': 10, 'maskers': 8, 'plotting': 13, 'connectome': 13, 'image': 5, 'interfaces': 1}","{'fetch_atlas_msdl': 7, 'datasets': 12, 'NiftiMapsMasker': 8, 'maskers': 8, 'ConnectivityMeasure': 8, 'plot_matrix': 10, 'plotting': 37, 'get_data': 3, 'image': 6, 'plot_prob_atlas': 5, 'view_connectome': 3, 'plot_epi': 6, 'fetch_atlas_harvard_oxford': 3, 'plot_roi': 8, 'fetch_atlas_aal': 1, 'NiftiLabelsMasker': 3, 'find_parcellation_cut_coords': 1, 'show': 4, 'fetch_development_fmri': 1, 'load_confounds': 1, 'resample_to_img': 3}",2,9,True
1154,Cognitive-Neuroscience-Neurotechnology/ibc_latent,2025-03-28,"[{'file': 'ICA/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'MDS and Clustering/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'RSA/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'GLM/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 6, 'image': 3, 'surface': 2, 'datasets': 2, 'glm': 2}","{'plot_surf_stat_map': 28, 'plotting': 28, 'make_first_level_design_matrix': 1, 'FirstLevelModel': 1}",2,1,True
1155,Davi1990/Python_script_for_FC,2020-02-10,[],,,,0,0,False
1156,Davi1990/BrainHack_Padova_2020,2020-12-16,[],,{'surface': 1},{'load_surf_data': 2},0,1,True
1157,ddanieltan/blog_ebp_sphinx_starter,2022-03-21,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1158,UWCCDL/CMC-DCM,2025-01-05,[],,"{'plotting': 13, 'datasets': 6, 'surface': 6, 'image': 20, 'regions': 4, 'glm': 1}","{'fetch_surf_fsaverage5': 4, 'datasets': 6, 'load_img': 45, 'image': 58, 'smooth_img': 10, 'vol_to_surf': 10, 'surface': 10, 'plot_surf_stat_map': 5, 'plotting': 58, 'plot_glass_brain': 47, 'plot_stat_map': 2, 'threshold_img': 2, 'math_img': 28, 'fetch_surf_fsaverage': 2, 'plot_img_on_surf': 2, 'show': 2, 'threshold_stats_img': 18, 'glm': 18, 'connected_regions': 1, 'index_img': 1}",4,8,True
